p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
59	11	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, -1, 0, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	11	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	13	[0, -1, -1, -1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	11	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -4, 0, -1, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	12	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	12	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	12	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	12	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	8	[0, 1, 0, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	12	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	17	[1, 0, 1, 0, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	12	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-1, 2, 0, -1, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	13	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	13	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	13	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	13	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	236	[0, -3, 0, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	13	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	766	[1, -4, -1, 2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	13	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	499	[-1, -4, -1, 2, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	14	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	14	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	14	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	14	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	17	[2, 1, -1, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	14	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	10	[1, 0, 0, -5, 2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	14	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	32	[5, 2, -1, -10, 3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	15	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	15	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	15	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	15	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	8	[-1, -2, 0, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	15	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	9	[1, 0, -1, -5, 2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	15	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	16	[2, -3, -2, -10, 3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	16	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	16	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	16	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	10	[0, 1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	16	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	16	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -3, -1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	16	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-3, -3, 1, 0, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	17	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	17	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	17	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[-1, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	17	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	17	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	43	[-3, -3, 0, -2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	17	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -1, -1, -5, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	18	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	18	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	18	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	11	[1, 0, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	18	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	7	[-1, 1, 0, -1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	18	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[-1, 1, 0, -3, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	18	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[-2, 1, -1, -6, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, -1, -1, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-3, -1, -2, -3, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	19	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-4, -3, -2, -5, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	246	[-1, -1, -2, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	826	[-1, 0, 1, -4, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	20	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	427	[-6, 4, -2, -7, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	35	[0, -1, -2, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 1, -5, 1, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	21	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[1, 1, -10, 1, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	14	[0, 0, 1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	9	[0, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	8	[1, -3, 0, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	22	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	55	[-2, -3, -3, -3, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	11	[-1, 0, 0, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	90	[-3, -1, 3, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	23	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	39	[-3, -6, 1, -9, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	24	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	7	[-1, 0, 1, 1, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
